timestamp,open,high,low,close,volume,quote_volume,trade_count,buy_vol,sell_vol,delta,cum_delta,delta_pct,buy_trades,sell_trades,avg_trade_size,max_trade,large_vol_1btc,large_trades_1btc,whale_vol_5btc,poc_price,poc_buy_vol,poc_sell_vol,footprint_top3,absorption
2025-06-17 08:10:00,106854.22,106961.47,106846.87,106940.22,24.6883,2639411.14,2068,17.5529,7.1353,10.4176,1.1123,42.20,1266,802,0.01194,0.9735,0.0000,0,0.0000,106930,2.2370,2.2554,106930:2.24:2.26;106910:2.69:1.41;106870:2.39:0.71,NO
2025-06-17 08:15:00,106940.22,106948.00,106711.84,106827.22,44.0126,4700944.99,3226,22.7621,21.2505,1.5115,2.6238,3.43,1325,1901,0.01364,3.5445,9.1059,5,0.0000,106830,6.7871,1.4440,106830:6.79:1.44;106710:4.86:1.35;106800:0.73:2.78,NO
2025-06-17 08:20:00,106827.23,107314.83,106827.22,107308.00,85.4355,9150901.33,6521,68.3901,17.0454,51.3447,53.9685,60.10,4907,1614,0.01310,1.9486,8.8777,6,0.0000,106940,11.4815,0.2103,106940:11.48:0.21;106930:8.12:0.00;107200:1.53:5.93,NO
2025-06-17 08:25:00,107308.01,107600.00,107308.00,107482.39,128.4141,13801179.87,7474,88.8115,39.6027,49.2088,103.1773,38.32,4795,2679,0.01718,2.5627,36.4243,22,0.0000,107500,12.1525,6.0414,107500:12.15:6.04;107460:12.72:1.12;107490:6.91:6.77,NO
2025-06-17 08:30:00,107482.40,107525.47,107364.89,107412.31,57.4743,6173128.51,3667,17.7642,39.7101,-21.9459,81.2314,-38.18,1721,1946,0.01567,2.6826,18.0622,9,0.0000,107380,4.4500,12.5396,107380:4.45:12.54;107370:2.22:7.92;107420:3.59:3.36,NO
2025-06-17 08:35:00,107412.32,107658.07,107368.21,107568.49,55.4087,5958435.82,4448,33.3273,22.0813,11.2460,92.4774,20.30,2618,1830,0.01246,2.0024,7.4732,5,0.0000,107650,4.9441,4.5341,107650:4.94:4.53;107580:2.04:5.61;107420:2.28:1.45,NO
2025-06-17 08:40:00,107568.50,107771.34,107554.06,107574.78,76.7892,8266548.83,5579,44.9245,31.8647,13.0598,105.5372,17.01,3126,2453,0.01376,1.6520,9.5675,8,0.0000,107700,6.9007,0.1318,107700:6.90:0.13;107600:3.29:3.09;107670:1.85:4.01,NO
2025-06-17 08:45:00,107574.44,107603.36,107441.86,107470.65,65.8580,7083452.99,2701,12.9386,52.9194,-39.9808,65.5564,-60.71,1085,1616,0.02438,4.0171,28.2017,10,0.0000,107600,1.4506,19.5459,107600:1.45:19.55;107590:4.24:3.54;107460:0.72:6.50,NO
2025-06-17 08:50:00,107470.66,107546.83,107448.27,107466.15,28.7504,3090903.80,1977,15.9748,12.7755,3.1994,68.7558,11.13,869,1108,0.01454,4.3179,7.9111,3,0.0000,107530,5.0379,0.6917,107530:5.04:0.69;107500:3.14:2.25;107540:2.68:1.88,NO
2025-06-17 08:55:00,107466.15,107547.18,107402.74,107405.38,39.4966,4244962.79,2670,20.3024,19.1942,1.1081,69.8639,2.81,1213,1457,0.01479,1.5000,2.9016,2,0.0000,107490,2.0103,4.0327,107490:2.01:4.03;107440:3.48:2.10;107500:5.24:0.24,NO
2025-06-17 09:00:00,107405.38,107568.12,107405.38,107531.33,23.3358,2508875.99,2928,9.3336,14.0022,-4.6687,65.1952,-20.01,1861,1067,0.00797,1.6237,1.6237,1,0.0000,107540,1.6984,5.7996,107540:1.70:5.80;107460:1.05:1.92;107500:1.25:0.90,NO
2025-06-17 09:05:00,107531.33,107644.92,107501.55,107535.01,60.5846,6516975.78,3118,27.2014,33.3832,-6.1818,59.0134,-10.20,1490,1628,0.01943,5.1539,18.9504,8,5.1539,107520,2.7537,6.9569,107520:2.75:6.96;107570:0.25:7.17;107590:1.33:5.20,NO
2025-06-17 09:10:00,107535.01,107574.39,107488.37,107488.37,17.8076,1914886.71,1872,10.8574,6.9503,3.9071,62.9205,21.94,748,1124,0.00951,0.9210,0.0000,0,0.0000,107520,6.9668,1.9523,107520:6.97:1.95;107540:1.75:1.37;107500:1.07:0.67,NO
2025-06-17 09:15:00,107488.38,107735.21,107458.21,107615.07,58.6848,6316435.82,3496,44.6642,14.0205,30.6437,93.5643,52.22,1984,1512,0.01679,4.0798,10.3372,5,0.0000,107680,6.8459,0.1729,107680:6.85:0.17;107580:5.74:0.00;107700:4.57:0.97,NO
2025-06-17 09:20:00,107615.07,107684.28,107555.87,107575.70,43.9237,4726248.21,2896,6.6998,37.2239,-30.5241,63.0401,-69.49,1276,1620,0.01517,10.5330,17.1981,4,10.5330,107590,0.2797,17.6236,107590:0.28:17.62;107580:1.60:8.62;107600:0.78:2.79,NO
2025-06-17 09:25:00,107575.70,107601.57,107547.63,107590.41,29.3755,3160244.34,2145,18.3420,11.0335,7.3085,70.3487,24.88,989,1156,0.01369,1.3814,5.6119,5,0.0000,107580,12.0110,3.0881,107580:12.01:3.09;107570:2.24:1.40;107600:0.23:2.71,NO
2025-06-17 09:30:00,107590.41,107674.42,107577.05,107615.39,32.1706,3462262.96,3605,20.1245,12.0461,8.0784,78.4270,25.11,1905,1700,0.00892,2.0020,4.8995,3,0.0000,107650,2.0636,2.7768,107650:2.06:2.78;107570:4.01:0.14;107640:2.51:1.22,NO
2025-06-17 09:35:00,107615.38,107660.00,107534.88,107626.50,37.7157,4058296.05,2602,25.8709,11.8447,14.0262,92.4532,37.19,1139,1463,0.01449,10.6854,13.0555,3,10.6854,107600,11.4115,1.8539,107600:11.41:1.85;107610:8.99:1.85;107580:0.80:2.09,YES
2025-06-17 09:40:00,107626.50,107711.06,107562.66,107652.91,26.7635,2880711.75,3132,9.5708,17.1928,-7.6220,84.8313,-28.48,1478,1654,0.00855,0.8475,0.0000,0,0.0000,107620,0.6451,4.6342,107620:0.65:4.63;107630:0.36:3.57;107610:1.95:1.76,NO
2025-06-17 09:45:00,107652.92,107674.42,107540.00,107580.00,23.3473,2512088.86,3456,12.1590,11.1883,0.9707,85.8020,4.16,1503,1953,0.00676,0.6589,0.0000,0,0.0000,107580,3.5814,1.8360,107580:3.58:1.84;107600:1.65:1.07;107610:1.13:1.27,NO
2025-06-17 09:50:00,107580.00,107586.74,107476.52,107547.03,16.6897,1794501.58,1897,6.1080,10.5817,-4.4736,81.3283,-26.80,813,1084,0.00880,0.7155,0.0000,0,0.0000,107520,1.2290,2.1832,107520:1.23:2.18;107530:0.33:2.95;107500:1.86:1.32,NO
2025-06-17 09:55:00,107547.04,107581.40,107479.12,107489.88,17.4320,1874424.10,1886,8.2630,9.1690,-0.9060,80.4224,-5.20,731,1155,0.00924,2.1944,3.7196,2,0.0000,107530,4.1696,1.0175,107530:4.17:1.02;107490:0.95:3.63;107560:1.18:0.28,NO
2025-06-17 10:00:00,107489.88,107512.78,107389.26,107448.66,41.1807,4423619.46,2503,6.1861,34.9946,-28.8085,51.6138,-69.96,926,1577,0.01645,2.3176,7.7980,5,0.0000,107400,0.6903,16.0815,107400:0.69:16.08;107390:1.40:7.08;107440:1.08:2.50,NO
